,offensiveYN,postId,annId,baseline,expl_baseline,race_political,expl_race_political,demographics,winner
137,0,49,3770894,1,[the sentence is offensive][because][it contains a message that is harmful to the lgbtq+ community and marginalizes women loving women],0,"[the sentence is not offensive][because][it is a critique of a song with a harmful message, but the critique is not offensive]","{'race': 'black', 'political': 'liberal'}",race_political
138,0,3245,8526465,0,[the sentence is not offensive][because][it is a polite and professional message],0,[the sentence is not offensive][because][it is a polite and professional message],"{'race': 'black', 'political': 'neutral'}",both
139,1,2779,10638687,1,[the sentence is offensive][because][it contains explicit language and a threat],1,[the sentence is offensive][because][it contains a threat of violence and a sexual innuendo],"{'race': 'black', 'political': 'liberal'}",both
140,0,2779,3770894,1,[the sentence is offensive][because][it contains explicit language and a threat],1,[the sentence is offensive][because][it contains a threat of violence and a sexual innuendo],"{'race': 'black', 'political': 'liberal'}",neither
141,0,3379,3088028,0,[the sentence is not offensive][because][it is a colloquial way to describe a situation and does not contain hate language],0,[the sentence is not offensive][because][it is a colloquial way to describe a situation and does not contain hate language],"{'race': 'black', 'political': 'liberal'}",both
142,0,3379,10166032,0,[the sentence is not offensive][because][it is a colloquial way to describe a situation and does not contain hate language],0,[the sentence is not offensive][because][it is a colloquial way to describe a situation and does not contain hate language],"{'race': 'black', 'political': 'neutral'}",both
143,1,322,10638687,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for a police officer],1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for a police officer],"{'race': 'black', 'political': 'liberal'}",both
144,0,322,3088028,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for a police officer],1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for a police officer],"{'race': 'black', 'political': 'liberal'}",neither
145,1,773,8526465,1,[the sentence is offensive][because][it contains a derogatory term for a person with dwarfism],1,[the sentence is offensive][because][it contains a derogatory term for a person with dwarfism],"{'race': 'black', 'political': 'neutral'}",both
146,1,773,3770894,1,[the sentence is offensive][because][it contains a derogatory term for a person with dwarfism],1,[the sentence is offensive][because][it contains a derogatory term for a person with dwarfism],"{'race': 'black', 'political': 'liberal'}",both
147,1,609,10638687,0,[the sentence is not offensive][because][it is a personal opinion about a person's behavior and contains strong language but is not directed at a protected group],0,[the sentence is not offensive][because][it is a personal opinion about someone's behavior and contains strong language but is not directed at a protected group],"{'race': 'black', 'political': 'liberal'}",neither
148,1,609,74158862,0,[the sentence is not offensive][because][it is a personal opinion about a person's behavior and contains strong language but is not directed at a protected group],0,[the sentence is not offensive][because][it is a personal opinion about someone's behavior and contains strong language but is not directed at a protected group],"{'race': 'black', 'political': 'conservative'}",neither
149,1,2016,8526465,1,[the sentence is offensive][because][it conveys a message of racism and contains explicit language],1,[the sentence is offensive][because][it conveys a message of racism and contains explicit language],"{'race': 'black', 'political': 'neutral'}",both
150,1,2016,10166032,1,[the sentence is offensive][because][it conveys a message of racism and contains explicit language],1,[the sentence is offensive][because][it conveys a message of racism and contains explicit language],"{'race': 'black', 'political': 'neutral'}",both
151,1,2799,10638687,0,[the sentence is not offensive][because][it is a fictional context and the language used is not derogatory],0,[the sentence is not offensive][because][it is a fictional context and the language used is not derogatory],"{'race': 'black', 'political': 'liberal'}",neither
152,0,2799,3088028,0,[the sentence is not offensive][because][it is a fictional context and the language used is not derogatory],0,[the sentence is not offensive][because][it is a fictional context and the language used is not derogatory],"{'race': 'black', 'political': 'liberal'}",both
153,1,4056,10638687,1,[the sentence is offensive][because][it contains multiple instances of explicit language and derogatory terms],1,[the sentence is offensive][because][it contains multiple instances of explicit language and derogatory terms],"{'race': 'black', 'political': 'liberal'}",both
154,1,4056,10166032,1,[the sentence is offensive][because][it contains multiple instances of explicit language and derogatory terms],1,[the sentence is offensive][because][it contains multiple instances of explicit language and derogatory terms],"{'race': 'black', 'political': 'neutral'}",both
155,1,1401,3770894,1,"[the sentence is offensive][because][it contains hate speech, racial slurs, and threats]",1,"[the sentence is offensive][because][it contains hate speech, racial slurs, and threats]","{'race': 'black', 'political': 'liberal'}",both
156,1,1401,10166032,1,"[the sentence is offensive][because][it contains hate speech, racial slurs, and threats]",1,"[the sentence is offensive][because][it contains hate speech, racial slurs, and threats]","{'race': 'black', 'political': 'neutral'}",both
157,0,3474,3088028,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for a woman],0,[the sentence is not offensive][because][it is a colloquial expression and the use of the word 'nigga' is not derogatory],"{'race': 'black', 'political': 'liberal'}",race_political
158,1,3474,10166032,1,[the sentence is offensive][because][it contains a racial slur and a derogatory term for a woman],1,[the sentence is offensive][because][it uses a racial slur and implies that the speaker is talking to someone who is not the primary person they are addressing],"{'race': 'black', 'political': 'neutral'}",both
159,1,3989,74158862,1,[the sentence is offensive][because][it contains explicit language and a derogatory term for a woman],1,[the sentence is offensive][because][it contains explicit language and a derogatory term for a woman],"{'race': 'black', 'political': 'conservative'}",both
